group,imgid,sublist,subid,SESSION,moddir,mod,RUN,isnii,rest_check,fsrecon_dir,anat_check,fs_check,ezqcid,ezqcbatch
CCNPPEKI,CCNPPEK0244_01_rest01,CCNPPEK0244_01,CCNPPEK0244,1,rest01,rest,1.0,1,5.0,CCNPPEK0244_01,3.0,2.0,CCNPPEK0244_01_rest01,1
CCNPPEKI,CCNPPEK0244_01_rest02,CCNPPEK0244_01,CCNPPEK0244,1,rest02,rest,2.0,1,5.0,CCNPPEK0244_01,3.0,2.0,CCNPPEK0244_01_rest02,1
CCNPPEKI,CCNPPEK0244_02_rest01,CCNPPEK0244_02,CCNPPEK0244,2,rest01,rest,1.0,1,5.0,CCNPPEK0244_02,3.0,2.0,CCNPPEK0244_02_rest01,1
CCNPPEKI,CCNPPEK0244_02_rest02,CCNPPEK0244_02,CCNPPEK0244,2,rest02,rest,2.0,1,5.0,CCNPPEK0244_02,3.0,2.0,CCNPPEK0244_02_rest02,1
CCNPPEKI,CCNPPEK0245_01_rest01,CCNPPEK0245_01,CCNPPEK0245,1,rest01,rest,1.0,1,5.0,CCNPPEK0245_01,3.0,2.0,CCNPPEK0245_01_rest01,1
CCNPPEKI,CCNPPEK0245_01_rest02,CCNPPEK0245_01,CCNPPEK0245,1,rest02,rest,2.0,1,5.0,CCNPPEK0245_01,3.0,2.0,CCNPPEK0245_01_rest02,1
CCNPPEKI,CCNPPEK0246_01_rest01,CCNPPEK0246_01,CCNPPEK0246,1,rest01,rest,1.0,1,5.0,CCNPPEK0246_01,3.0,2.0,CCNPPEK0246_01_rest01,1
CCNPPEKI,CCNPPEK0246_01_rest02,CCNPPEK0246_01,CCNPPEK0246,1,rest02,rest,2.0,1,5.0,CCNPPEK0246_01,3.0,2.0,CCNPPEK0246_01_rest02,1
CCNPPEKI,CCNPPEK0246_02_rest01,CCNPPEK0246_02,CCNPPEK0246,2,rest01,rest,1.0,1,5.0,CCNPPEK0246_02,3.0,2.0,CCNPPEK0246_02_rest01,1
CCNPPEKI,CCNPPEK0246_02_rest02,CCNPPEK0246_02,CCNPPEK0246,2,rest02,rest,2.0,1,5.0,CCNPPEK0246_02,3.0,2.0,CCNPPEK0246_02_rest02,1
CCNPPEKI,CCNPPEK0247_01_rest01,CCNPPEK0247_01,CCNPPEK0247,1,rest01,rest,1.0,1,5.0,CCNPPEK0247_01,3.0,2.0,CCNPPEK0247_01_rest01,1
CCNPPEKI,CCNPPEK0247_01_rest02,CCNPPEK0247_01,CCNPPEK0247,1,rest02,rest,2.0,1,5.0,CCNPPEK0247_01,3.0,2.0,CCNPPEK0247_01_rest02,1
CCNPPEKI,CCNPPEK0250_01_rest01,CCNPPEK0250_01,CCNPPEK0250,1,rest01,rest,1.0,1,5.0,CCNPPEK0250_01,3.0,2.0,CCNPPEK0250_01_rest01,1
CCNPPEKI,CCNPPEK0250_01_rest02,CCNPPEK0250_01,CCNPPEK0250,1,rest02,rest,2.0,1,5.0,CCNPPEK0250_01,3.0,2.0,CCNPPEK0250_01_rest02,1
CCNPPEKI,CCNPPEK0250_02_rest01,CCNPPEK0250_02,CCNPPEK0250,2,rest01,rest,1.0,1,5.0,CCNPPEK0250_02,3.0,2.0,CCNPPEK0250_02_rest01,1
CCNPPEKI,CCNPPEK0250_02_rest02,CCNPPEK0250_02,CCNPPEK0250,2,rest02,rest,2.0,1,5.0,CCNPPEK0250_02,3.0,2.0,CCNPPEK0250_02_rest02,1
CCNPPEKI,CCNPPEK0251_01_rest01,CCNPPEK0251_01,CCNPPEK0251,1,rest01,rest,1.0,1,5.0,CCNPPEK0251_01,3.0,2.0,CCNPPEK0251_01_rest01,1
CCNPPEKI,CCNPPEK0251_01_rest02,CCNPPEK0251_01,CCNPPEK0251,1,rest02,rest,2.0,1,5.0,CCNPPEK0251_01,3.0,2.0,CCNPPEK0251_01_rest02,1
CCNPPEKI,CCNPPEK0252_01_rest01,CCNPPEK0252_01,CCNPPEK0252,1,rest01,rest,1.0,1,5.0,CCNPPEK0252_01,3.0,2.0,CCNPPEK0252_01_rest01,1
CCNPPEKI,CCNPPEK0252_01_rest02,CCNPPEK0252_01,CCNPPEK0252,1,rest02,rest,2.0,1,5.0,CCNPPEK0252_01,3.0,2.0,CCNPPEK0252_01_rest02,1
CCNPPEKI,CCNPPEK0253_01_rest01,CCNPPEK0253_01,CCNPPEK0253,1,rest01,rest,1.0,1,5.0,CCNPPEK0253_01,3.0,2.0,CCNPPEK0253_01_rest01,1
CCNPPEKI,CCNPPEK0253_01_rest02,CCNPPEK0253_01,CCNPPEK0253,1,rest02,rest,2.0,1,5.0,CCNPPEK0253_01,3.0,2.0,CCNPPEK0253_01_rest02,1
CCNPPEKI,CCNPPEK0253_02_rest01,CCNPPEK0253_02,CCNPPEK0253,2,rest01,rest,1.0,1,5.0,CCNPPEK0253_02,3.0,2.0,CCNPPEK0253_02_rest01,1
CCNPPEKI,CCNPPEK0253_02_rest02,CCNPPEK0253_02,CCNPPEK0253,2,rest02,rest,2.0,1,5.0,CCNPPEK0253_02,3.0,2.0,CCNPPEK0253_02_rest02,1
CCNPPEKI,CCNPPEK0254_01_rest01,CCNPPEK0254_01,CCNPPEK0254,1,rest01,rest,1.0,1,5.0,CCNPPEK0254_01,3.0,2.0,CCNPPEK0254_01_rest01,1
CCNPPEKI,CCNPPEK0254_01_rest02,CCNPPEK0254_01,CCNPPEK0254,1,rest02,rest,2.0,1,5.0,CCNPPEK0254_01,3.0,2.0,CCNPPEK0254_01_rest02,1
CCNPPEKI,CCNPPEK0255_01_rest01,CCNPPEK0255_01,CCNPPEK0255,1,rest01,rest,1.0,1,5.0,CCNPPEK0255_01,3.0,2.0,CCNPPEK0255_01_rest01,1
CCNPPEKI,CCNPPEK0255_01_rest02,CCNPPEK0255_01,CCNPPEK0255,1,rest02,rest,2.0,1,5.0,CCNPPEK0255_01,3.0,2.0,CCNPPEK0255_01_rest02,1
CCNPPEKI,CCNPPEK0255_02_rest01,CCNPPEK0255_02,CCNPPEK0255,2,rest01,rest,1.0,1,5.0,CCNPPEK0255_02,3.0,2.0,CCNPPEK0255_02_rest01,1
CCNPPEKI,CCNPPEK0255_02_rest02,CCNPPEK0255_02,CCNPPEK0255,2,rest02,rest,2.0,1,5.0,CCNPPEK0255_02,3.0,2.0,CCNPPEK0255_02_rest02,1
CCNPPEKI,CCNPPEK0256_01_rest01,CCNPPEK0256_01,CCNPPEK0256,1,rest01,rest,1.0,1,5.0,CCNPPEK0256_01,3.0,2.0,CCNPPEK0256_01_rest01,1
CCNPPEKI,CCNPPEK0256_01_rest02,CCNPPEK0256_01,CCNPPEK0256,1,rest02,rest,2.0,1,5.0,CCNPPEK0256_01,3.0,2.0,CCNPPEK0256_01_rest02,1
CCNPPEKI,CCNPPEK0259_01_rest01,CCNPPEK0259_01,CCNPPEK0259,1,rest01,rest,1.0,1,5.0,CCNPPEK0259_01,3.0,2.0,CCNPPEK0259_01_rest01,1
CCNPPEKI,CCNPPEK0259_01_rest02,CCNPPEK0259_01,CCNPPEK0259,1,rest02,rest,2.0,1,5.0,CCNPPEK0259_01,3.0,2.0,CCNPPEK0259_01_rest02,1
CCNPPEKI,CCNPPEK0259_02_rest01,CCNPPEK0259_02,CCNPPEK0259,2,rest01,rest,1.0,1,5.0,CCNPPEK0259_02,3.0,2.0,CCNPPEK0259_02_rest01,1
CCNPPEKI,CCNPPEK0259_02_rest02,CCNPPEK0259_02,CCNPPEK0259,2,rest02,rest,2.0,1,5.0,CCNPPEK0259_02,3.0,2.0,CCNPPEK0259_02_rest02,1
CCNPPEKI,CCNPPEK0260_01_rest01,CCNPPEK0260_01,CCNPPEK0260,1,rest01,rest,1.0,1,5.0,CCNPPEK0260_01,3.0,2.0,CCNPPEK0260_01_rest01,1
CCNPPEKI,CCNPPEK0260_01_rest02,CCNPPEK0260_01,CCNPPEK0260,1,rest02,rest,2.0,1,5.0,CCNPPEK0260_01,3.0,2.0,CCNPPEK0260_01_rest02,1
CCNPPEKI,CCNPPEK0261_01_rest01,CCNPPEK0261_01,CCNPPEK0261,1,rest01,rest,1.0,1,5.0,CCNPPEK0261_01,3.0,2.0,CCNPPEK0261_01_rest01,1
CCNPPEKI,CCNPPEK0261_01_rest02,CCNPPEK0261_01,CCNPPEK0261,1,rest02,rest,2.0,1,5.0,CCNPPEK0261_01,3.0,2.0,CCNPPEK0261_01_rest02,1
CCNPPEKI,CCNPPEK0262_01_rest01,CCNPPEK0262_01,CCNPPEK0262,1,rest01,rest,1.0,1,5.0,CCNPPEK0262_01,3.0,2.0,CCNPPEK0262_01_rest01,1
CCNPPEKI,CCNPPEK0262_01_rest02,CCNPPEK0262_01,CCNPPEK0262,1,rest02,rest,2.0,1,5.0,CCNPPEK0262_01,3.0,2.0,CCNPPEK0262_01_rest02,1
CCNPPEKI,CCNPPEK0263_01_rest01,CCNPPEK0263_01,CCNPPEK0263,1,rest01,rest,1.0,1,5.0,CCNPPEK0263_01,3.0,2.0,CCNPPEK0263_01_rest01,1
CCNPPEKI,CCNPPEK0263_01_rest02,CCNPPEK0263_01,CCNPPEK0263,1,rest02,rest,2.0,1,5.0,CCNPPEK0263_01,3.0,2.0,CCNPPEK0263_01_rest02,1
CCNPPEKI,CCNPPEK0264_01_rest01,CCNPPEK0264_01,CCNPPEK0264,1,rest01,rest,1.0,1,5.0,CCNPPEK0264_01,3.0,2.0,CCNPPEK0264_01_rest01,1
CCNPPEKI,CCNPPEK0264_01_rest02,CCNPPEK0264_01,CCNPPEK0264,1,rest02,rest,2.0,1,5.0,CCNPPEK0264_01,3.0,2.0,CCNPPEK0264_01_rest02,1
CCNPPEKI,CCNPPEK0265_01_rest01,CCNPPEK0265_01,CCNPPEK0265,1,rest01,rest,1.0,1,5.0,CCNPPEK0265_01,3.0,2.0,CCNPPEK0265_01_rest01,1
CCNPPEKI,CCNPPEK0265_01_rest02,CCNPPEK0265_01,CCNPPEK0265,1,rest02,rest,2.0,1,5.0,CCNPPEK0265_01,3.0,2.0,CCNPPEK0265_01_rest02,1
CCNPPEKI,CCNPPEK0266_01_rest01,CCNPPEK0266_01,CCNPPEK0266,1,rest01,rest,1.0,1,5.0,CCNPPEK0266_01,3.0,2.0,CCNPPEK0266_01_rest01,1
CCNPPEKI,CCNPPEK0266_01_rest02,CCNPPEK0266_01,CCNPPEK0266,1,rest02,rest,2.0,1,5.0,CCNPPEK0266_01,3.0,2.0,CCNPPEK0266_01_rest02,1
CCNPPEKI,CCNPPEK0267_01_rest01,CCNPPEK0267_01,CCNPPEK0267,1,rest01,rest,1.0,1,5.0,CCNPPEK0267_01,3.0,2.0,CCNPPEK0267_01_rest01,1
CCNPPEKI,CCNPPEK0267_01_rest02,CCNPPEK0267_01,CCNPPEK0267,1,rest02,rest,2.0,1,5.0,CCNPPEK0267_01,3.0,2.0,CCNPPEK0267_01_rest02,1
CCNPPEKI,CCNPPEK0270_01_rest01,CCNPPEK0270_01,CCNPPEK0270,1,rest01,rest,1.0,1,5.0,CCNPPEK0270_01,3.0,2.0,CCNPPEK0270_01_rest01,1
CCNPPEKI,CCNPPEK0270_01_rest02,CCNPPEK0270_01,CCNPPEK0270,1,rest02,rest,2.0,1,5.0,CCNPPEK0270_01,3.0,2.0,CCNPPEK0270_01_rest02,1
CCNPPEKI,CCNPPEK0270_02_rest01,CCNPPEK0270_02,CCNPPEK0270,2,rest01,rest,1.0,1,5.0,CCNPPEK0270_02,3.0,2.0,CCNPPEK0270_02_rest01,1
CCNPPEKI,CCNPPEK0270_02_rest02,CCNPPEK0270_02,CCNPPEK0270,2,rest02,rest,2.0,1,5.0,CCNPPEK0270_02,3.0,2.0,CCNPPEK0270_02_rest02,1
CCNPPEKI,CCNPPEK0271_01_rest01,CCNPPEK0271_01,CCNPPEK0271,1,rest01,rest,1.0,1,5.0,CCNPPEK0271_01,3.0,2.0,CCNPPEK0271_01_rest01,1
CCNPPEKI,CCNPPEK0271_02_rest01,CCNPPEK0271_02,CCNPPEK0271,2,rest01,rest,1.0,1,5.0,CCNPPEK0271_02,3.0,2.0,CCNPPEK0271_02_rest01,1
CCNPPEKI,CCNPPEK0271_02_rest02,CCNPPEK0271_02,CCNPPEK0271,2,rest02,rest,2.0,1,5.0,CCNPPEK0271_02,3.0,2.0,CCNPPEK0271_02_rest02,1
CCNPPEKI,CCNPPEK0272_01_rest01,CCNPPEK0272_01,CCNPPEK0272,1,rest01,rest,1.0,1,5.0,CCNPPEK0272_01,3.0,2.0,CCNPPEK0272_01_rest01,1
CCNPPEKI,CCNPPEK0272_01_rest02,CCNPPEK0272_01,CCNPPEK0272,1,rest02,rest,2.0,1,5.0,CCNPPEK0272_01,3.0,2.0,CCNPPEK0272_01_rest02,1
CCNPPEKI,CCNPPEK0273_01_rest01,CCNPPEK0273_01,CCNPPEK0273,1,rest01,rest,1.0,1,5.0,CCNPPEK0273_01,3.0,2.0,CCNPPEK0273_01_rest01,1
CCNPPEKI,CCNPPEK0273_01_rest02,CCNPPEK0273_01,CCNPPEK0273,1,rest02,rest,2.0,1,5.0,CCNPPEK0273_01,3.0,2.0,CCNPPEK0273_01_rest02,1
CCNPPEKI,CCNPPEK0274_01_rest01,CCNPPEK0274_01,CCNPPEK0274,1,rest01,rest,1.0,1,5.0,CCNPPEK0274_01,3.0,2.0,CCNPPEK0274_01_rest01,1
CCNPPEKI,CCNPPEK0274_01_rest02,CCNPPEK0274_01,CCNPPEK0274,1,rest02,rest,2.0,1,5.0,CCNPPEK0274_01,3.0,2.0,CCNPPEK0274_01_rest02,1
CCNPPEKI,CCNPPEK0275_01_rest01,CCNPPEK0275_01,CCNPPEK0275,1,rest01,rest,1.0,1,5.0,CCNPPEK0275_01,3.0,2.0,CCNPPEK0275_01_rest01,1
CCNPPEKI,CCNPPEK0275_01_rest02,CCNPPEK0275_01,CCNPPEK0275,1,rest02,rest,2.0,1,5.0,CCNPPEK0275_01,3.0,2.0,CCNPPEK0275_01_rest02,1
CCNPPEKI,CCNPPEK0276_01_rest01,CCNPPEK0276_01,CCNPPEK0276,1,rest01,rest,1.0,1,5.0,CCNPPEK0276_01,3.0,2.0,CCNPPEK0276_01_rest01,1
CCNPPEKI,CCNPPEK0276_01_rest02,CCNPPEK0276_01,CCNPPEK0276,1,rest02,rest,2.0,1,5.0,CCNPPEK0276_01,3.0,2.0,CCNPPEK0276_01_rest02,1
CCNPPEKI,CCNPPEK0277_01_rest01,CCNPPEK0277_01,CCNPPEK0277,1,rest01,rest,1.0,1,5.0,CCNPPEK0277_01,3.0,2.0,CCNPPEK0277_01_rest01,1
CCNPPEKI,CCNPPEK0277_01_rest02,CCNPPEK0277_01,CCNPPEK0277,1,rest02,rest,2.0,1,5.0,CCNPPEK0277_01,3.0,2.0,CCNPPEK0277_01_rest02,1
CCNPPEKI,CCNPPEK0277_02_rest01,CCNPPEK0277_02,CCNPPEK0277,2,rest01,rest,1.0,1,5.0,CCNPPEK0277_02,3.0,2.0,CCNPPEK0277_02_rest01,1
CCNPPEKI,CCNPPEK0277_02_rest02,CCNPPEK0277_02,CCNPPEK0277,2,rest02,rest,2.0,1,5.0,CCNPPEK0277_02,3.0,2.0,CCNPPEK0277_02_rest02,1
CCNPPEKI,CCNPPEK0278_01_rest01,CCNPPEK0278_01,CCNPPEK0278,1,rest01,rest,1.0,1,5.0,CCNPPEK0278_01,3.0,2.0,CCNPPEK0278_01_rest01,1
CCNPPEKI,CCNPPEK0278_01_rest02,CCNPPEK0278_01,CCNPPEK0278,1,rest02,rest,2.0,1,5.0,CCNPPEK0278_01,3.0,2.0,CCNPPEK0278_01_rest02,1
CCNPPEKI,CCNPPEK0279_01_rest01,CCNPPEK0279_01,CCNPPEK0279,1,rest01,rest,1.0,1,5.0,CCNPPEK0279_01,3.0,2.0,CCNPPEK0279_01_rest01,1
CCNPPEKI,CCNPPEK0279_01_rest02,CCNPPEK0279_01,CCNPPEK0279,1,rest02,rest,2.0,1,5.0,CCNPPEK0279_01,3.0,2.0,CCNPPEK0279_01_rest02,1
CCNPPEKI,CCNPPEK0280_01_rest01,CCNPPEK0280_01,CCNPPEK0280,1,rest01,rest,1.0,1,5.0,CCNPPEK0280_01,3.0,2.0,CCNPPEK0280_01_rest01,1
CCNPPEKI,CCNPPEK0280_01_rest02,CCNPPEK0280_01,CCNPPEK0280,1,rest02,rest,2.0,1,5.0,CCNPPEK0280_01,3.0,2.0,CCNPPEK0280_01_rest02,1
CCNPPEKI,CCNPPEK0281_01_rest01,CCNPPEK0281_01,CCNPPEK0281,1,rest01,rest,1.0,1,5.0,CCNPPEK0281_01,3.0,2.0,CCNPPEK0281_01_rest01,1
CCNPPEKI,CCNPPEK0281_01_rest02,CCNPPEK0281_01,CCNPPEK0281,1,rest02,rest,2.0,1,5.0,CCNPPEK0281_01,3.0,2.0,CCNPPEK0281_01_rest02,1
CCNPPEKI,CCNPPEK0284_01_rest01,CCNPPEK0284_01,CCNPPEK0284,1,rest01,rest,1.0,1,5.0,CCNPPEK0284_01,3.0,2.0,CCNPPEK0284_01_rest01,1
CCNPPEKI,CCNPPEK0284_01_rest02,CCNPPEK0284_01,CCNPPEK0284,1,rest02,rest,2.0,1,5.0,CCNPPEK0284_01,3.0,2.0,CCNPPEK0284_01_rest02,1
CCNPPEKI,CCNPPEK0286_01_rest01,CCNPPEK0286_01,CCNPPEK0286,1,rest01,rest,1.0,1,5.0,CCNPPEK0286_01,3.0,2.0,CCNPPEK0286_01_rest01,1
CCNPPEKI,CCNPPEK0286_01_rest02,CCNPPEK0286_01,CCNPPEK0286,1,rest02,rest,2.0,1,5.0,CCNPPEK0286_01,3.0,2.0,CCNPPEK0286_01_rest02,1
CCNPPEKI,CCNPPEK0288_01_rest01,CCNPPEK0288_01,CCNPPEK0288,1,rest01,rest,1.0,1,5.0,CCNPPEK0288_01,3.0,2.0,CCNPPEK0288_01_rest01,1
CCNPPEKI,CCNPPEK0288_01_rest02,CCNPPEK0288_01,CCNPPEK0288,1,rest02,rest,2.0,1,5.0,CCNPPEK0288_01,3.0,2.0,CCNPPEK0288_01_rest02,1
CCNPPEKI,CCNPPEK0289_01_rest01,CCNPPEK0289_01,CCNPPEK0289,1,rest01,rest,1.0,1,5.0,CCNPPEK0289_01,3.0,2.0,CCNPPEK0289_01_rest01,1
CCNPPEKI,CCNPPEK0289_01_rest02,CCNPPEK0289_01,CCNPPEK0289,1,rest02,rest,2.0,1,5.0,CCNPPEK0289_01,3.0,2.0,CCNPPEK0289_01_rest02,1
CCNPPEKI,CCNPPEK0291_01_rest01,CCNPPEK0291_01,CCNPPEK0291,1,rest01,rest,1.0,1,5.0,CCNPPEK0291_01,3.0,2.0,CCNPPEK0291_01_rest01,1
CCNPPEKI,CCNPPEK0291_01_rest02,CCNPPEK0291_01,CCNPPEK0291,1,rest02,rest,2.0,1,5.0,CCNPPEK0291_01,3.0,2.0,CCNPPEK0291_01_rest02,1
CCNPPEKI,CCNPPEK0292_01_rest01,CCNPPEK0292_01,CCNPPEK0292,1,rest01,rest,1.0,1,5.0,CCNPPEK0292_01,3.0,2.0,CCNPPEK0292_01_rest01,1
CCNPPEKI,CCNPPEK0292_01_rest02,CCNPPEK0292_01,CCNPPEK0292,1,rest02,rest,2.0,1,5.0,CCNPPEK0292_01,3.0,2.0,CCNPPEK0292_01_rest02,1
CCNPPEKI,CCNPPEK0293_01_rest01,CCNPPEK0293_01,CCNPPEK0293,1,rest01,rest,1.0,1,5.0,CCNPPEK0293_01,3.0,2.0,CCNPPEK0293_01_rest01,1
CCNPPEKI,CCNPPEK0293_01_rest02,CCNPPEK0293_01,CCNPPEK0293,1,rest02,rest,2.0,1,5.0,CCNPPEK0293_01,3.0,2.0,CCNPPEK0293_01_rest02,1
CCNPPEKI,CCNPPEK0294_01_rest01,CCNPPEK0294_01,CCNPPEK0294,1,rest01,rest,1.0,1,5.0,CCNPPEK0294_01,3.0,2.0,CCNPPEK0294_01_rest01,1
CCNPPEKI,CCNPPEK0294_01_rest02,CCNPPEK0294_01,CCNPPEK0294,1,rest02,rest,2.0,1,5.0,CCNPPEK0294_01,3.0,2.0,CCNPPEK0294_01_rest02,1
CCNPPEKI,CCNPPEK0295_01_rest01,CCNPPEK0295_01,CCNPPEK0295,1,rest01,rest,1.0,1,5.0,CCNPPEK0295_01,3.0,2.0,CCNPPEK0295_01_rest01,1
CCNPPEKI,CCNPPEK0295_01_rest02,CCNPPEK0295_01,CCNPPEK0295,1,rest02,rest,2.0,1,5.0,CCNPPEK0295_01,3.0,2.0,CCNPPEK0295_01_rest02,1
CCNPPEKI,CCNPPEK0296_01_rest01,CCNPPEK0296_01,CCNPPEK0296,1,rest01,rest,1.0,1,5.0,CCNPPEK0296_01,3.0,2.0,CCNPPEK0296_01_rest01,1
CCNPPEKI,CCNPPEK0296_01_rest02,CCNPPEK0296_01,CCNPPEK0296,1,rest02,rest,2.0,1,5.0,CCNPPEK0296_01,3.0,2.0,CCNPPEK0296_01_rest02,1
CCNPPEKI,CCNPPEK0297_01_rest01,CCNPPEK0297_01,CCNPPEK0297,1,rest01,rest,1.0,1,5.0,CCNPPEK0297_01,3.0,2.0,CCNPPEK0297_01_rest01,1
CCNPPEKI,CCNPPEK0297_01_rest02,CCNPPEK0297_01,CCNPPEK0297,1,rest02,rest,2.0,1,5.0,CCNPPEK0297_01,3.0,2.0,CCNPPEK0297_01_rest02,1
CCNPPEKI,CCNPPEK0298_01_rest01,CCNPPEK0298_01,CCNPPEK0298,1,rest01,rest,1.0,1,5.0,CCNPPEK0298_01,3.0,2.0,CCNPPEK0298_01_rest01,1
CCNPPEKI,CCNPPEK0298_01_rest02,CCNPPEK0298_01,CCNPPEK0298,1,rest02,rest,2.0,1,5.0,CCNPPEK0298_01,3.0,2.0,CCNPPEK0298_01_rest02,1
CCNPPEKI,CCNPPEK0299_01_rest01,CCNPPEK0299_01,CCNPPEK0299,1,rest01,rest,1.0,1,5.0,CCNPPEK0299_01,3.0,2.0,CCNPPEK0299_01_rest01,1
CCNPPEKI,CCNPPEK0299_01_rest02,CCNPPEK0299_01,CCNPPEK0299,1,rest02,rest,2.0,1,5.0,CCNPPEK0299_01,3.0,2.0,CCNPPEK0299_01_rest02,1
CCNPPEKI,CCNPPEK0300_01_rest01,CCNPPEK0300_01,CCNPPEK0300,1,rest01,rest,1.0,1,5.0,CCNPPEK0300_01,3.0,2.0,CCNPPEK0300_01_rest01,1
CCNPPEKI,CCNPPEK0301_01_rest01,CCNPPEK0301_01,CCNPPEK0301,1,rest01,rest,1.0,1,5.0,CCNPPEK0301_01,3.0,2.0,CCNPPEK0301_01_rest01,1
CCNPPEKI,CCNPPEK0301_01_rest02,CCNPPEK0301_01,CCNPPEK0301,1,rest02,rest,2.0,1,5.0,CCNPPEK0301_01,3.0,2.0,CCNPPEK0301_01_rest02,1
CCNPPEKI,CCNPPEK0304_01_rest01,CCNPPEK0304_01,CCNPPEK0304,1,rest01,rest,1.0,1,5.0,CCNPPEK0304_01,3.0,2.0,CCNPPEK0304_01_rest01,1
CCNPPEKI,CCNPPEK0304_01_rest02,CCNPPEK0304_01,CCNPPEK0304,1,rest02,rest,2.0,1,5.0,CCNPPEK0304_01,3.0,2.0,CCNPPEK0304_01_rest02,1
CCNPPEKI,CCNPPEK0305_01_rest01,CCNPPEK0305_01,CCNPPEK0305,1,rest01,rest,1.0,1,5.0,CCNPPEK0305_01,3.0,2.0,CCNPPEK0305_01_rest01,1
CCNPPEKI,CCNPPEK0305_01_rest02,CCNPPEK0305_01,CCNPPEK0305,1,rest02,rest,2.0,1,5.0,CCNPPEK0305_01,3.0,2.0,CCNPPEK0305_01_rest02,1
CCNPPEKI,CCNPPEK0307_01_rest01,CCNPPEK0307_01,CCNPPEK0307,1,rest01,rest,1.0,1,5.0,CCNPPEK0307_01,3.0,2.0,CCNPPEK0307_01_rest01,1
CCNPPEKI,CCNPPEK0307_01_rest02,CCNPPEK0307_01,CCNPPEK0307,1,rest02,rest,2.0,1,5.0,CCNPPEK0307_01,3.0,2.0,CCNPPEK0307_01_rest02,1
CCNPPEKI,CCNPPEK0001_01_anat,CCNPPEK0001_01,CCNPPEK0001,1,anat,anat,,1,,CCNPPEK0001_01,3.0,2.0,CCNPPEK0001_01_anat,1
CCNPPEKI,CCNPPEK0001_02_anat,CCNPPEK0001_02,CCNPPEK0001,2,anat,anat,,1,,CCNPPEK0001_02,3.0,2.0,CCNPPEK0001_02_anat,1
CCNPPEKI,CCNPPEK0002_01_anat,CCNPPEK0002_01,CCNPPEK0002,1,anat,anat,,1,,CCNPPEK0002_01,3.0,2.0,CCNPPEK0002_01_anat,1
CCNPPEKI,CCNPPEK0003_01_anat,CCNPPEK0003_01,CCNPPEK0003,1,anat,anat,,1,,CCNPPEK0003_01,3.0,2.0,CCNPPEK0003_01_anat,1
CCNPPEKI,CCNPPEK0003_02_anat,CCNPPEK0003_02,CCNPPEK0003,2,anat,anat,,1,,CCNPPEK0003_02,3.0,2.0,CCNPPEK0003_02_anat,1
CCNPPEKI,CCNPPEK0003_03_anat,CCNPPEK0003_03,CCNPPEK0003,3,anat,anat,,1,,CCNPPEK0003_03,3.0,2.0,CCNPPEK0003_03_anat,1
CCNPPEKI,CCNPPEK0004_01_anat,CCNPPEK0004_01,CCNPPEK0004,1,anat,anat,,1,,CCNPPEK0004_01,3.0,2.0,CCNPPEK0004_01_anat,1
CCNPPEKI,CCNPPEK0005_01_anat,CCNPPEK0005_01,CCNPPEK0005,1,anat,anat,,1,,CCNPPEK0005_01,3.0,2.0,CCNPPEK0005_01_anat,1
CCNPPEKI,CCNPPEK0006_01_anat,CCNPPEK0006_01,CCNPPEK0006,1,anat,anat,,1,,CCNPPEK0006_01,3.0,2.0,CCNPPEK0006_01_anat,1
CCNPPEKI,CCNPPEK0007_01_anat,CCNPPEK0007_01,CCNPPEK0007,1,anat,anat,,1,,CCNPPEK0007_01,3.0,2.0,CCNPPEK0007_01_anat,1
CCNPPEKI,CCNPPEK0007_02_anat,CCNPPEK0007_02,CCNPPEK0007,2,anat,anat,,1,,CCNPPEK0007_02,3.0,2.0,CCNPPEK0007_02_anat,1
CCNPPEKI,CCNPPEK0008_01_anat,CCNPPEK0008_01,CCNPPEK0008,1,anat,anat,,1,,CCNPPEK0008_01,3.0,2.0,CCNPPEK0008_01_anat,1
CCNPPEKI,CCNPPEK0008_02_anat,CCNPPEK0008_02,CCNPPEK0008,2,anat,anat,,1,,CCNPPEK0008_02,3.0,2.0,CCNPPEK0008_02_anat,1
CCNPPEKI,CCNPPEK0008_03_anat,CCNPPEK0008_03,CCNPPEK0008,3,anat,anat,,1,,CCNPPEK0008_03,3.0,2.0,CCNPPEK0008_03_anat,1
CCNPPEKI,CCNPPEK0009_01_anat,CCNPPEK0009_01,CCNPPEK0009,1,anat,anat,,1,,CCNPPEK0009_01,3.0,2.0,CCNPPEK0009_01_anat,1
CCNPPEKI,CCNPPEK0009_02_anat,CCNPPEK0009_02,CCNPPEK0009,2,anat,anat,,1,,CCNPPEK0009_02,3.0,2.0,CCNPPEK0009_02_anat,1
CCNPPEKI,CCNPPEK0010_01_anat,CCNPPEK0010_01,CCNPPEK0010,1,anat,anat,,1,,CCNPPEK0010_01,3.0,2.0,CCNPPEK0010_01_anat,1
CCNPPEKI,CCNPPEK0010_02_anat,CCNPPEK0010_02,CCNPPEK0010,2,anat,anat,,1,,CCNPPEK0010_02,3.0,2.0,CCNPPEK0010_02_anat,1
CCNPPEKI,CCNPPEK0010_03_anat,CCNPPEK0010_03,CCNPPEK0010,3,anat,anat,,1,,CCNPPEK0010_03,3.0,2.0,CCNPPEK0010_03_anat,1
